,end_position,entity_type,lefts,rights,start_position,subtree,text_value
10617,502230,ORG,[],[],502228,[  ],  
10618,502237,PRODUCT,[],[],502230,"[394:3,9]","394:3,9"
10619,502249,ORG,"[394:3,9]",[],502238,"[394:3,9, 395:9,11,19]","395:9,11,19"
10620,502265,CARDINAL,[],[],502256,"[397:13,25]","397:13,25"
10621,502271,CARDINAL,[],[401:8],502266,"[398:3, 399:11, 401:8]",398:3
10622,502278,ORG,[],[],502272,[399:11],399:11
10623,502309,CARDINAL,[],[],502304,[407:8],407:8
10624,502315,CARDINAL,[407:8],[],502310,"[407:8, 408:2]",408:2
10625,502348,CARDINAL,[],[],502339,"[434:20,22]","434:20,22"
10626,502363,CARDINAL,[],[],502357,[287:13],287:13
10627,502383,CARDINAL,[],[],502371,"[492:9, 505:16]",492:9 505:16
10628,502403,CARDINAL,[],[],502391,"[330:6, 421:17]",330:6 421:17
10629,502434,CARDINAL,[],[],502411,"[264:5,13\n\n271:2, 508:2]","264:5,13\n\n271:2 508:2"
10630,502479,CARDINAL,[],[],502463,[312:14\n\n321:18],312:14\n\n321:18
10631,502496,CARDINAL,[],[],502491,[335:4],335:4
10632,502514,CARDINAL,"[335:4, volunteer]",[],502507,"[335:4, volunteer, 335:4,7]","335:4,7"
10633,502544,ORG,[],[],502527,"[  , 334:25\n\n335:3]",  334:25\n\n335:3
10634,502593,CARDINAL,[],[],502578,[433:3\n\nw\n\nw],433:3\n\nw\n\nw
10635,502606,CARDINAL,[],[412:18\n\nwade],502594,"[269:4, 308:19, 309:6,15,23, 412:18\n\nwade,  ]",269:4 308:19
10636,502633,CARDINAL,[],[ ],502607,"[309:6,15,23, 412:18\n\nwade,  ]","309:6,15,23 412:18\n\nwade"
10637,502649,GPE,[308:19],"[ , 358:17]",502635,"[269:4, 308:19, 309:6,15,23, 412:18\n\nwade,  , 327:23\n\nwait,  , 358:17]",327:23\n\nwait
10638,502682,MONEY,[],[ ],502665,"[483:16,16\n\nwake,  ]","483:16,16\n\nwake"
10639,502702,CARDINAL,[],[ ],502684,"[509:3,22\n\nwalked,  ]","509:3,22\n\nwalked"
10640,502738,CARDINAL,[],[ ],502725,"[302:1\n\nwant,  ]",302:1\n\nwant
10641,502760,QUANTITY,[],[],502747,"[279:17, 290:11]",279:17 290:11
10642,502770,CARDINAL,[],[],502761,"[291:12,15]","291:12,15"
10643,502783,CARDINAL,[],[],502777,[320:16],320:16
10644,502790,CARDINAL,[],[],502784,[343:20],343:20
10645,502797,CARDINAL,[],[],502791,[344:17],344:17
10646,502813,CARDINAL,[],[381:8],502805,"[361:7,17, 362:20, 369:8, 381:8]","361:7,17"
10647,502820,CARDINAL,[],[],502814,[362:20],362:20
10648,502826,CARDINAL,[],[],502821,[369:8],369:8
10649,502847,CARDINAL,[],[],502839,"[393:3,20]","393:3,20"
10650,502860,CARDINAL,[],[],502854,[415:16],415:16
10651,502866,CARDINAL,[],[],502861,[420:6],420:6
10652,502872,CARDINAL,[],[],502867,[443:1],443:1
10653,502879,ORG,[],[],502873,[444:19],444:19
10654,502889,CARDINAL,[],[477:19],502880,"[448:14,15, 458:16, 477:19]","448:14,15"
10655,502896,CARDINAL,[],[],502890,[458:16],458:16
10656,502903,CARDINAL,[458:16],[],502897,"[458:16, 477:19]",477:19
10657,502916,CARDINAL,[],[],502911,[482:3],482:3
10658,502934,CARDINAL,[],[],502928,[485:10],485:10
10659,502951,CARDINAL,[485:10],[],502935,"[485:10, 488:3,18\n\n212, -]","488:3,18\n\n212-"
10660,502954,CARDINAL,[],[],502951,[279],279
10661,503189,CARDINAL,[work]\n\nPage],[],503172,"[work]\n\nPage, 45\n\n490:1495:17]",45\n\n490:1495:17
10662,503223,CARDINAL,[507:9\n\twebsite],"[464:25\n\t341:5,6,10]",503207,"[507:9\n\twebsite, 392:17\n\t339:10, 340:2, 341:4\n\t507:15\n\nwanted,  , 399:17,18\n\t457:24, 464:25\n\t341:5,6,10]",392:17\n\t339:10
10663,503229,MONEY,[],[],503224,[340:2],340:2
10664,503276,CARDINAL,[],[],503257,"[399:17,18\n\t457:24]","399:17,18\n\t457:24"
10665,503341,ORG,[346:20\n\twinston],[],503317,"[346:20\n\twinston,  , 264:10,21\n\n418:5, 420:7]","264:10,21\n\n418:5 420:7"
10666,503356,CARDINAL,"[264:10,21\n\n418:5, 420:7]",[ ],503342,"[346:20\n\twinston,  , 264:10,21\n\n418:5, 420:7, 449:10\n\tweek,  ]",449:10\n\tweek
10667,503393,CARDINAL,[],[],503375,"[356:7,23\n\t265:18]","356:7,23\n\t265:18"
10668,503410,ORG,[],[],503394,[295:25\n\n449:12],295:25\n\n449:12
10669,503416,MONEY,"[356:7,23\n\t265:18, 295:25\n\n449:12]",[],503411,"[356:7,23\n\t265:18, 295:25\n\n449:12, 455:1]",455:1
10670,503508,EVENT,"[364:6,11\n\t332:13,19]",[],503471,"[364:6,11\n\t332:13,19, 333:3,4,6\n\n456:14465:21\n\tweight,  ]","333:3,4,6\n\n456:14465:21\n\tweight  "
10671,503581,CARDINAL,[],"[376:6,15\n\twitness]",503555,"[470:20\n\t491:14\n\t375:20, 376:6,15\n\twitness,  ]",470:20\n\t491:14\n\t375:20
10672,503633,CARDINAL,[],[ ],503619,"[502:14\n\twent,  ]",502:14\n\twent
10673,503658,CARDINAL,[335:19],[271:4],503642,"[335:19, 391:13\n\t377:21, 378:14\n\t267:2, 271:4]",391:13\n\t377:21
10674,503674,CARDINAL,[],[],503659,[378:14\n\t267:2],378:14\n\t267:2
10675,503680,CARDINAL,[378:14\n\t267:2],[],503675,"[378:14\n\t267:2, 271:4]",271:4
10676,503698,CARDINAL,[],[ ],503681,"[272:14\n\nwanting,  ]",272:14\n\nwanting
10677,503732,CARDINAL,[],[],503700,"[287:21\n\t393:10, 397:24\n\t382:1]",287:21\n\t393:10 397:24\n\t382:1
10678,503755,CARDINAL,[],[],503740,[413:4\n\t274:25],413:4\n\t274:25
10679,503771,CARDINAL,"[388:16, 413:4\n\t274:25]",[  ],503756,"[388:16, 413:4\n\t274:25, 280:17\n\nwants,   ]",280:17\n\nwants
10680,503805,ORG,[],[],503789,[407:12\n\t413:13],407:12\n\t413:13
10681,503843,PRODUCT,[],"[414:23\n\t445:13,18,19,24\n\t335:5,7]",503806,"[441:2\n\t291:22, 292:14\n\nwarehouse,  , 392:1\n\t408:12, 414:23\n\t445:13,18,19,24\n\t335:5,7, 346:22\n\nWashington,   ]",441:2\n\t291:22 292:14\n\nwarehouse  
10682,503895,CARDINAL,[392:1\n\t408:12],[346:22\n\nWashington],503859,"[392:1\n\t408:12, 414:23\n\t445:13,18,19,24\n\t335:5,7, 346:22\n\nWashington,   ]","414:23\n\t445:13,18,19,24\n\t335:5,7"
10683,503916,ORG,[],[  ],503896,"[346:22\n\nWashington,   ]",346:22\n\nWashington
10684,503989,CARDINAL,"[450:3,10\n\t359:20]",[ ],503976,"[450:3,10\n\t359:20, 360:24\n\nway,  ]",360:24\n\nway
10685,503996,CARDINAL,[],[],503991,[312:7],312:7
10686,504013,CARDINAL,[],[444:4\n\t450:21],503997,"[315:23\n\t433:18, 434:5, 444:4\n\t450:21]",315:23\n\t433:18
10687,504019,CARDINAL,[],[],504014,[434:5],434:5
10688,504060,CARDINAL,[315:23\n\t433:18],[],504036,"[315:23\n\t433:18, 434:5, 444:4\n\t450:21, 451:17,21\n\t362:4,17,23]","451:17,21\n\t362:4,17,23"
10689,504076,CARDINAL,[],[],504061,[363:14\n\n324:1],363:14\n\n324:1
10690,504144,CARDINAL,"[454:9\n\t363:20,23]",[264:20],504128,"[454:9\n\t363:20,23, 389:13\n\n350:22, 362:15\n\twest,  , 264:20]",389:13\n\n350:22
10691,504167,GPE,[362:15\n\twest],[],504161,"[362:15\n\twest,  , 264:20]",264:20
10692,504201,CARDINAL,[265:17\n\t455:13],[],504185,"[265:17\n\t455:13, 456:20\n\t390:15]",456:20\n\t390:15
10693,504216,CARDINAL,[],[],504202,[412:2\n\n363:6],412:2\n\n363:6
10694,504239,CARDINAL,[],"[302:6\n\t457:6,8,24, 372:21\n\t308:17\n\t461:1,12]",504223,"[367:23\n\t292:23, 302:6\n\t457:6,8,24, 460:6\n\t433:20434:4\n\n371:22, 372:21\n\t308:17\n\t461:1,12]",367:23\n\t292:23
10695,504259,ORG,[],[],504240,"[302:6\n\t457:6,8,24]","302:6\n\t457:6,8,24"
10696,504319,PRODUCT,[],[],504260,"[460:6\n\t433:20434:4\n\n371:22, 372:21\n\t308:17\n\t461:1,12]","460:6\n\t433:20434:4\n\n371:22 372:21\n\t308:17\n\t461:1,12"
10697,504368,GPE,[463:8\n\t446:19],[ ],504336,"[463:8\n\t446:19, 465:17\n\n373:3,4,20,23\n\twhite,  ]","465:17\n\n373:3,4,20,23\n\twhite"
10698,504396,CARDINAL,[],[],504376,"[300:9\n\t468:1,12,23]","300:9\n\t468:1,12,23"
10699,504424,GPE,"[300:9\n\t468:1,12,23]",[],504397,"[300:9\n\t468:1,12,23, 469:19\n\t509:6,8\n\n374:20]","469:19\n\t509:6,8\n\n374:20"
10700,504482,CARDINAL,"[376:16,18\n\t302:1,22]",[ ],504447,"[376:16,18\n\t302:1,22, 304:2\n\t470:5, 478:19\n\twitness\, 's,  ]",304:2\n\t470:5 478:19\n\twitness\'s
10701,504499,CARDINAL,[478:19\n\twitness\],"[378:10\n\t306:3,11421:1\n\t490:16,22,24]",504484,"[376:16,18\n\t302:1,22, 304:2\n\t470:5, 478:19\n\twitness\, 's,  , 363:2\n\n376:23, 378:10\n\t306:3,11421:1\n\t490:16,22,24]",363:2\n\n376:23
10702,504556,PRODUCT,[],[],504540,[491:3\n\twlatham],491:3\n\twlatham
10703,504572,FAC,[491:3\n\twlatham],[],504557,"[491:3\n\twlatham, 265:19\n\n386:2]",265:19\n\n386:2
10704,504590,CARDINAL,[],[ ],504573,"[391:17\n\twhiting,  ]",391:17\n\twhiting
10705,504607,CARDINAL,[391:17\n\twhiting],[264:19\n\n399:25],504592,"[391:17\n\twhiting,  , 413:3\n\t495:13, 497:23\n\twomble,  , 264:19\n\n399:25]",413:3\n\t495:13
10706,504624,PRODUCT,[],[ ],504608,"[497:23\n\twomble,  ]",497:23\n\twomble
10707,504642,CARDINAL,[497:23\n\twomble],[],504626,"[497:23\n\twomble,  , 264:19\n\n399:25]",264:19\n\n399:25
10708,504648,PRODUCT,[],[],504643,[402:7],402:7
10709,504668,PERSON,[],[],504649,"[403:1\n\twhittled,  ]",403:1\n\twhittled  
10710,504713,ORG,[],[],504668,"[307:18\n\t498:5, 500:5,8,22\n\t265:17\n\n403:8]","307:18\n\t498:5 500:5,8,22\n\t265:17\n\n403:8"
10711,504772,CARDINAL,[],[],504757,[266:3\n\n406:25],266:3\n\n406:25
10712,504822,PERSON,[409:7\n\t265:14\n\tWilliamson\],[  ],504806,"[405:23\n\twhmlegal.com\n\t501:22\n\twoods,  , 266:3\n\n406:25, 409:7\n\t265:14\n\tWilliamson\, 's,   ,   , 369:18\n\tword,   ]",  369:18\n\tword
10713,504825,ORG,[],[],504823,[  ],  
10714,504853,CARDINAL,"[351:1,5]",[],504833,"[351:1,5, 352:8\n\n419:16420:3]",352:8\n\n419:16420:3
10715,504867,PRODUCT,[],[ ],504854,"[422:5\n\twide,  ]",422:5\n\twide
10716,504874,CARDINAL,[],[],504869,[368:2],368:2
10717,504893,PRODUCT,[],[],504875,"[372:8,24\n\t457:10]","372:8,24\n\t457:10"
10718,504974,CARDINAL,[365:1\n\n424:4],[],504926,"[460:25\n\t352:18, 365:1\n\n424:4, 425:15,21,22\n\t374:11481:16\n\t490:24\n\t419:23]","425:15,21,22\n\t374:11481:16\n\t490:24\n\t419:23"
10719,504995,CARDINAL,[],[],504975,"[425:17\n\n429:1,8,18]","425:17\n\n429:1,8,18"
10720,505031,CARDINAL,"[425:17\n\n429:1,8,18]",[ ],504996,"[425:17\n\n429:1,8,18, 431:24\n\twilliam,  , 264:6\n\twilling,  ]",431:24\n\twilliam  264:6\n\twilling
10721,505071,CARDINAL,[],[],505056,[436:2\n\n440:14],436:2\n\n440:14
10722,505103,CARDINAL,"[435:22, 436:2\n\n440:14]",[  ],505072,"[433:15\n\t431:9, 435:22, 436:2\n\n440:14, 443:9, 454:7\n\t265:16\n\twilner,   ]",443:9 454:7\n\t265:16\n\twilner
10723,505106,ORG,[],[],505104,[  ],  
10724,505141,PRODUCT,[454:7\n\t265:16\n\twilner],[],505106,"[433:15\n\t431:9, 435:22, 436:2\n\n440:14, 443:9, 454:7\n\t265:16\n\twilner,   , 265:11,12\n\t436:2, 441:18\n\n458:21]","265:11,12\n\t436:2 441:18\n\n458:21"
10725,505186,CARDINAL,[],[],505180,[331:21],331:21
10726,505208,CARDINAL,[331:21],[],505187,"[331:21, 332:4\n\t442:15,20,25]","332:4\n\t442:15,20,25"
10727,505242,ORG,[],[],505209,"[443:7\n\n463:22,24,24\n\t283:9,12]","443:7\n\n463:22,24,24\n\t283:9,12"
10728,505260,CARDINAL,[],[],505243,"[290:2,10\n\t332:5]","290:2,10\n\t332:5"
10729,505283,MONEY,[],[],505261,"[343:2,4,7,11\n\t443:25]","343:2,4,7,11\n\t443:25"
10730,505306,ORG,[],[],505284,"[444:18,23\n\n466:15,19]","444:18,23\n\n466:15,19"
10731,505321,CARDINAL,[],[],505307,[468:6\n\t291:6],468:6\n\t291:6
10732,505346,CARDINAL,[],[],505322,"[292:6,23\n\t343:15,18,22]","292:6,23\n\t343:15,18,22"
10733,505362,CARDINAL,"[292:6,23\n\t343:15,18,22]",[],505347,"[292:6,23\n\t343:15,18,22, 344:7\n\t448:19]",344:7\n\t448:19
10734,505413,CARDINAL,[],[],505379,"[475:10\n\t293:21294:3,23\n\t344:19]","475:10\n\t293:21294:3,23\n\t344:19"
10735,505503,CARDINAL,[],[ ],505466,"[301:8\n\t349:7,10, 361:2,6,10\n\twords,  ]","301:8\n\t349:7,10 361:2,6,10\n\twords"
10736,505523,PRODUCT,[],[],505505,"[478:6\n\n488:10,15]","478:6\n\n488:10,15"
10737,505579,CARDINAL,"[496:16\n\t301:11,16,19]",[ ],505547,"[496:16\n\t301:11,16,19, 302:6\n\t361:13,17,21,24\n\twork,  ]","302:6\n\t361:13,17,21,24\n\twork"
10738,505602,CARDINAL,[],[],505581,[298:21311:4\n\n503:15],298:21311:4\n\n503:15
10739,505639,CARDINAL,[],[],505623,"[304:3,7\n\t362:7]","304:3,7\n\t362:7"
10740,505679,CARDINAL,"[304:3,7\n\t362:7, 363:5,18,21\n\t315:24]","[ , 306:4307:6\n\t364:2]",505662,"[304:3,7\n\t362:7, 363:5,18,21\n\t315:24, 316:16,18\n\nways,  , 341:1385:4\n\t305:11, 306:4307:6\n\t364:2]","316:16,18\n\nways"
10741,505701,CARDINAL,[],[],505681,[341:1385:4\n\t305:11],341:1385:4\n\t305:11
10742,505721,ORG,[341:1385:4\n\t305:11],[],505702,"[341:1385:4\n\t305:11, 306:4307:6\n\t364:2]",306:4307:6\n\t364:2
10743,505742,CARDINAL,[],[],505722,"[389:8,9,11\n\t316:22]","389:8,9,11\n\t316:22"
10744,505759,CARDINAL,"[389:8,9,11\n\t316:22]",[],505743,"[389:8,9,11\n\t316:22, 320:11\n\n454:15]",320:11\n\n454:15
10745,505821,MONEY,[],"[324:1\n\n488:13, 501:5\n\t309:1,15,24]",505760,"[481:10\n\t307:12, 308:5,9,17\n\t410:4,11411:14,16\n\t321:10,23, 324:1\n\n488:13, 501:5\n\t309:1,15,24]","481:10\n\t307:12 308:5,9,17\n\t410:4,11411:14,16\n\t321:10,23"
10746,505837,CARDINAL,[],[],505822,[324:1\n\n488:13],324:1\n\n488:13
10747,505896,CARDINAL,[],[337:19\n\nwcsr.com],505859,"[310:8\n\t411:20,23, 412:1,3\n\t325:4,7, 337:19\n\nwcsr.com,  ]","310:8\n\t411:20,23 412:1,3\n\t325:4,7"
10748,505936,CARDINAL,[],[340:15\n\nwe\'ve],505917,"[265:19\n\t310:16,18, 311:5,12\n\t421:15, 429:7,8,11\n\t338:1,6,8, 340:15\n\nwe\'ve,  ]","265:19\n\t310:16,18"
10749,505996,CARDINAL,"[311:5,12\n\t421:15, 429:7,8,11\n\t338:1,6,8]",[ ],505980,"[311:5,12\n\t421:15, 429:7,8,11\n\t338:1,6,8, 340:15\n\nwe\'ve,  ]",340:15\n\nwe\'ve
10750,506004,CARDINAL,[],[],505998,[323:20],323:20
10751,506025,CARDINAL,[],[],506005,"[332:6\n\t312:2,11,25]","332:6\n\t312:2,11,25"
10752,506067,CARDINAL,[],"[347:8,19\n\n368:1]",506049,"[434:2\n\t345:16,23, 347:8,19\n\n368:1]","434:2\n\t345:16,23"
10753,506102,CARDINAL,[],[],506086,[386:14\n\t313:16],386:14\n\t313:16
10754,506133,CARDINAL,[386:14\n\t313:16],[421:7],506103,"[386:14\n\t313:16, 314:21\n\t434:14462:5\n\t348:2, 391:5, 393:10\n\n412:12, 421:7]",314:21\n\t434:14462:5\n\t348:2
10755,506156,CARDINAL,[391:5],[],506140,"[391:5, 393:10\n\n412:12]",393:10\n\n412:12
10756,506178,CARDINAL,[],[],506163,[440:4\n\t318:24],440:4\n\t318:24
10757,506198,CARDINAL,[],[],506179,"[319:25\n\t463:13,20]","319:25\n\t463:13,20"
10758,506234,CARDINAL,[],[],506199,"[489:13\n\t393:24394:1,4,8\n\n487:18]","489:13\n\t393:24394:1,4,8\n\n487:18"
10759,506254,ORG,[],[],506235,"[493:20\n\t320:13,23]","493:20\n\t320:13,23"
10760,506295,CARDINAL,[],[],506278,"[494:1\n\t395:8,10]","494:1\n\t395:8,10"
10761,506315,ORG,[],[],506296,"[396:2,2,3\n\n494:20]","396:2,2,3\n\n494:20"
10762,506349,CARDINAL,[],[],506333,[329:14\n\t494:14],329:14\n\t494:14
10763,506407,CARDINAL,[],[],506390,"[503:10\n\t331:1,6]","503:10\n\t331:1,6"
10764,506546,CARDINAL,[],[],506483,"[337:3,5,24\n\t506:10,16, 507:7,10\n\t404:11,13,17,24\n\nVERITEXT]","337:3,5,24\n\t506:10,16 507:7,10\n\t404:11,13,17,24\n\nVERITEXT"
10765,506568,CARDINAL,[],[],506565,[212],212
10766,506666,CARDINAL,[],[],506663,[212],212
10767,506670,CARDINAL,[-],[],506667,"[-, 490]",490
10768,506754,MONEY,"[46\n\n\n, !]",[L*b\n\t405:8],506740,"[212, -, 490, -, 3430\x0c\npgNbr=292\n\n\n\n\n\t[work, -, zephyr]\n\n\t\tPage, 46\n\n\n, !, \xef\xbf\xbd, $, $, L*b\n\t405:8, 406:12, 407:10, 436:15\n\t361:2,6, 399:7,    ]",\xef\xbf\xbd $
10769,506773,ORG,[$],[399:7],506754,"[$, L*b\n\t405:8, 406:12, 406:12, 407:10, 436:15\n\t361:2,6, 399:7,    ]",L*b\n\t405:8 406:12
10770,506804,PRODUCT,"[406:12, 407:10]",[   ],506781,"[406:12, 407:10, 436:15\n\t361:2,6, 399:7,    ]","436:15\n\t361:2,6 399:7"
10771,506816,CARDINAL,[],[],506810,[418:14],418:14
10772,506832,CARDINAL,[],[ ],506817,"[440:20\n\tyoung,  ]",440:20\n\tyoung
10773,506911,CARDINAL,"[458:3, 458:6]",[],506890,"[458:3, 458:6, 459:2,7,18, 467:7,9,10]","459:2,7,18 467:7,9,10"
10774,506918,CARDINAL,[],[],506912,[469:22],469:22
10775,506926,CARDINAL,[469:22],[],506919,"[469:22, 470:8,8]","470:8,8"
10776,506932,CARDINAL,[],[],506927,[471:5],471:5
10777,506948,CARDINAL,[471:5],[],506933,"[471:5, 474:3\n\t478:25]",474:3\n\t478:25
10778,506955,CARDINAL,[474:3\n\t478:25],[],506949,"[471:5, 474:3\n\t478:25, 479:12]",479:12
10779,506969,CARDINAL,"[470:8,8, 495:22]",[],506963,"[469:22, 470:8,8, 471:5, 474:3\n\t478:25, 479:12, 495:22, 496:22]",496:22
10780,506987,CARDINAL,[],[268:22],506978,"[268:10,19, 268:22]","268:10,19"
10781,506994,CARDINAL,[],[],506988,[268:22],268:22
10782,507012,CARDINAL,[],[],506995,"[269:2,8\n\tzephyr]","269:2,8\n\tzephyr"
10783,507022,CARDINAL,[],[],507013,"[441:19,19]","441:19,19"
10784,507040,CARDINAL,"[269:2,8\n\tzephyr, 442:5,15,20]",[],507035,"[269:2,8\n\tzephyr, 441:19,19, 442:5,15,20, 443:7]",443:7
10785,507089,CARDINAL,[],[],507041,"[443:10,18\n\n\n\n\n\t474:12,14,15,16\n\t282:7,18]","443:10,18\n\n\n\n\n\t474:12,14,15,16\n\t282:7,18"
10786,507119,CARDINAL,[],[],507090,"[283:3,6,8\n\n\n\n\n\n\t476:24]","283:3,6,8\n\n\n\n\n\n\t476:24"
10787,507141,CARDINAL,[],[],507120,"[480:4,20,20\n\t283:17]","480:4,20,20\n\t283:17"
10788,507275,CARDINAL,[],[],507260,[283:14\n\t304:2],283:14\n\t304:2
10789,507369,CARDINAL,[],[],507334,[316:9\n\n\n\n\n\n\t437:10\n\t317:12],316:9\n\n\n\n\n\n\t437:10\n\t317:12
10790,507399,PRODUCT,[316:9\n\n\n\n\n\n\t437:10\n\t317:12],[ ],507370,"[316:9\n\n\n\n\n\n\t437:10\n\t317:12, 324:7,21\n\n\n\n\n\n\tworkers,  ]","324:7,21\n\n\n\n\n\n\tworkers"
10791,507450,CARDINAL,[],[ ],507424,"[413:6\n\n\n\n\n\n\tworking,  ]",413:6\n\n\n\n\n\n\tworking
10792,507468,CARDINAL,[],['s],507452,"[320:1\n\tyeaman\, 's,   ]",320:1\n\tyeaman\
10793,507473,ORG,[],[],507471,[  ],  
10794,507550,CARDINAL,"[320:1\n\tyeaman\, 318:9\n\n\n\n\n\n\t334:23]","[ , 312:23\n\n\n\n\n\n\tworld]",507499,"[320:1\n\tyeaman\, 's,   , 318:9\n\n\n\n\n\n\t334:23, 435:12,22\n\t319:10323:8\n\n\n\n\n\n\t452:5\n\tyear,  , 311:11, 312:23\n\n\n\n\n\n\tworld,   ]","435:12,22\n\t319:10323:8\n\n\n\n\n\n\t452:5\n\tyear"
10795,507584,CARDINAL,[],[  ],507552,"[311:11, 312:23\n\n\n\n\n\n\tworld,   ]",311:11 312:23\n\n\n\n\n\n\tworld
10796,507674,CARDINAL,"[322:4,14,22\n\n\n\n\n\n\t444:14\n\t384:18]",[ ],507646,"[322:4,14,22\n\n\n\n\n\n\t444:14\n\t384:18, 385:9\n\n\n\n\n!\n\twrapping,  ]",385:9\n\n\n\n\n!\n\twrapping
10797,507720,DATE,[],[420:15\n\tyears],507676,"[505:21\n\t397:18, 485:14\n\n\n\n\n\n\twrite,  , 279:15, 420:15\n\tyears,  , 280:1281:4\n\n\n\n\nj#*\\\n\t448:9,19, 476:14,17\n\t281:24, 315:12\n\n\n\n\nl|^\n\twrites,   ]",505:21\n\t397:18 485:14\n\n\n\n\n\n\twrite  
10798,507744,PERSON,[279:15],[315:12\n\n\n\n\nl|^\n\twrites],507727,"[279:15, 420:15\n\tyears,  , 280:1281:4\n\n\n\n\nj#*\\\n\t448:9,19, 476:14,17\n\t281:24, 315:12\n\n\n\n\nl|^\n\twrites,   ]",420:15\n\tyears  
10799,507801,CARDINAL,[],[],507782,"[476:14,17\n\t281:24]","476:14,17\n\t281:24"
10800,507831,CARDINAL,"[280:1281:4\n\n\n\n\nj#*\\\n\t448:9,19, 476:14,17\n\t281:24]",[  ],507802,"[280:1281:4\n\n\n\n\nj#*\\\n\t448:9,19, 476:14,17\n\t281:24, 315:12\n\n\n\n\nl|^\n\twrites,   ]",315:12\n\n\n\n\nl|^\n\twrites
10801,507834,ORG,[],[],507832,[  ],  
10802,507941,CARDINAL,[],[],507925,[325:16\n\t375:23],325:16\n\t375:23
10803,507973,CARDINAL,[],[],507942,[376:15\n\n\n\n\n\n\t335:24430:4],376:15\n\n\n\n\n\n\t335:24430:4
10804,508016,CARDINAL,[376:15\n\n\n\n\n\n\t335:24430:4],[  ],507974,"[376:15\n\n\n\n\n\n\t335:24430:4, 466:6\n\t384:17423:10\n\n\n\n\n\n\twritten,   ]",466:6\n\t384:17423:10\n\n\n\n\n\n\twritten
10805,508019,ORG,[],[],508017,[  ],  
10806,508039,CARDINAL,[298:3],[],508025,"[298:3, 303:7\n\t476:5]",303:7\n\t476:5
10807,508068,CARDINAL,[303:7\n\t476:5],"[265:7\n\n\n\n\n\n\t378:11385:21\n\tyell, 421:15\n\n\n\n\n\n\t386:1,3]",508040,"[298:3, 303:7\n\t476:5, 502:1,3,7\n\n\n\n\n\n\t324:8, 350:5,9,10\n\tyegelwel,  , 265:7\n\n\n\n\n\n\t378:11385:21\n\tyell,  , 363:12, 421:15\n\n\n\n\n\n\t386:1,3]","502:1,3,7\n\n\n\n\n\n\t324:8"
10808,508091,CARDINAL,[],[ ],508069,"[350:5,9,10\n\tyegelwel,  ]","350:5,9,10\n\tyegelwel"
10809,508132,CARDINAL,"[350:5,9,10\n\tyegelwel]",[ ],508093,"[350:5,9,10\n\tyegelwel,  , 265:7\n\n\n\n\n\n\t378:11385:21\n\tyell,  ]",265:7\n\n\n\n\n\n\t378:11385:21\n\tyell
10810,508140,CARDINAL,[],[],508134,[363:12],363:12
10811,508213,MONEY,[],[],508188,[421:16\n\n\n\n\n\n\t422:6],421:16\n\n\n\n\n\n\t422:6
10812,508233,DATE,[421:16\n\n\n\n\n\n\t422:6],"[ , 277:8\n\n\n\n\n\n\t429:18443:9\n\t279:11]",508214,"[421:16\n\n\n\n\n\n\t422:6, 425:21\n\tyesterday,  , 277:8\n\n\n\n\n\n\t429:18443:9\n\t279:11]",425:21\n\tyesterday
10813,508318,CARDINAL,[],[],508313,[311:9],311:9
10814,508343,CARDINAL,[],[ ],508319,"[360:7\n\n\n\n\n\n\twrong,  ]",360:7\n\n\n\n\n\n\twrong
10815,508350,CARDINAL,[],[],508345,[409:8],409:8
10816,508365,CARDINAL,"[360:7\n\n\n\n\n\n\twrong, 409:8]","[  , 375:1,7,18,25\n\n\n\n\n\n\t448:6]",508351,"[360:7\n\n\n\n\n\n\twrong,  , 409:8, 422:3\n\tyield,   , 375:1,7,18,25\n\n\n\n\n\n\t448:6]",422:3\n\tyield
10817,508448,CARDINAL,[],"[  , 413:16\n\tyielded]",508424,"[470:2\n\n\n\n\n\n\twrote,   , 362:11\n\t470:12\n\n\n\n\n\n\twynder,  , 413:16\n\tyielded,  ]",470:2\n\n\n\n\n\n\twrote
10818,508487,CARDINAL,[],[ ],508451,"[362:11\n\t470:12\n\n\n\n\n\n\twynder,  ]",362:11\n\t470:12\n\n\n\n\n\n\twynder
10819,508551,CARDINAL,[],"[yielding, 375:5,7\n\n\n\n\n\n\ty\n\n|\n, }]",508508,"[374:17\n\n\n\n\n\n\t468:5\n\t376:9,10, 388:9, yielding,  , 375:5,7\n\n\n\n\n\n\ty\n\n|\n, }]","374:17\n\n\n\n\n\n\t468:5\n\t376:9,10 388:9"
10820,508591,CARDINAL,[],[],508562,"[375:5,7\n\n\n\n\n\n\ty\n\n|\n]","375:5,7\n\n\n\n\n\n\ty\n\n|\n"
10821,508627,CARDINAL,[283:3],"[300:14\n\tyields, 374:11]",508618,"[283:3, 296:14,16, 300:14\n\tyields,   , 374:11]","296:14,16"
10822,508644,CARDINAL,[],[  ],508628,"[300:14\n\tyields,   ]",300:14\n\tyields
10823,508647,ORG,[],[],508645,[  ],  
10824,508653,CARDINAL,[],[],508647,[374:11],374:11
10825,508683,ORDINAL,"[376:1\n, 463:3468:10]",[],508674,"[376:1\n, 463:3468:10, 469:17,23]","469:17,23"
